pub_date,author,img_url,pid,text,response,issue,desired_knowledge
9/21/18 18:58,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/d6e7a03f40d51202b3089156843670b2/5C5F5B67/t51.2885-15/e35/41658615_233873690626938_3467601500676748407_n.jpg,BoAKprYBgg2,"Wow very nice ! Is this a beach? Yes, right?","@bee.amela yes it is! 😍 Near Oceanside, Oregon. It's not easy to reach btw 😉",,
9/21/18 18:48,payniv,https://scontent-lax3-2.cdninstagram.com/vp/05a4a6672862568623e2bb580db7a7e6/5C2E42DD/t51.2885-15/e35/41312367_523015871456432_6690930440740348328_n.jpg,BoARhTjgUGF,"Very good photo here ! Is the person happy? Yes, right?","@payniv Thank you! Yes, we’re both very happy!",,
9/21/18 18:37,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/e4ffe8d392c203f788be0b970af2de17/5C2339FD/t51.2885-15/e35/40915399_2163085357346647_7968864872822865860_n.jpg,BoAYXm5nwBp,"Ahhh very nice ! Is this a selfie? No, right?",@ceelvancho no.. is  a normal photo in black and withe with shadows,,
9/21/18 18:35,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/f15752abae8fae2c7e3b761a6b8cce15/5C2E418D/t51.2885-15/e35/40937074_546051115857040_4196154619089679570_n.jpg,BoAYW9OAnoV,"Looks delicious ! What is in the cup? Water, right?",@iefiefil it’s Thai tea and green tea and ice,,
9/21/18 18:32,payniv,https://scontent-lax3-2.cdninstagram.com/vp/0f55ea2a353caab5d10153fa8cfd2cc5/5C235E90/t51.2885-15/e35/42002754_2129213990677731_8270534170806727732_n.jpg,BoAYSrfA7gi,"Wow very nice ! Is this a hotel room? Yes, right?",@payniv Thank you ❤️ this is a residence 🏡🙌🏻👐🏻,,
9/21/18 18:24,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/d9d03c00081355cb2de526912235e7a6/5C311A2B/t51.2885-15/e35/41704006_2176491519288360_8092746234345220536_n.jpg,Bn-IDhHnhKH,"What a beautiful place ! Is the cat on the bed? No, right?",@iefiefil hahaha she is on the dining table😺,,
9/21/18 18:14,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/e5ebaa0241b0c4bc9c323d97af9eed33/5C631A8D/t51.2885-15/e35/41389983_1885078004918548_7657958299899789366_n.jpg,BoAYX-vnUq2,"Ohh very nice ! What is the green vegetable? Broccoli, right?","@ceelvancho yes, it's all broccoli.",,
9/21/18 18:12,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/99de2c0dcfbfaebcb26f579df27844ca/5C258ABA/t51.2885-15/e35/41421662_300807014036099_1150327282902580497_n.jpg,Bn96Y-qHgAF,"Wow very nice ! What is the shape of the table? Square, right?",@iefiefil thank you!! We have them in two sizes and both come with a square base :),,
9/21/18 18:11,payniv,https://scontent-lax3-2.cdninstagram.com/vp/bef1e1ff970286e43138d028134cf3ae/5C2219C3/t51.2885-15/e35/41610013_2019798974738020_3591230881842367771_n.jpg,BoAYOIgHGNF,"Ohh very nice ! What color are the birds? White, right?","@payniv No Cockatoos are White with a Sulphur Crest. These are Rainbow Lorikeets, so name because of the many bright colours.",,
9/21/18 18:09,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/376aa0753de8a34f4310112debad9164/5C2847D7/t51.2885-15/e35/41165814_1915826432055631_5427643042527533617_n.jpg,BoARiP5nBlI,"Great photo ! Is the person happy? Yes, right?",@ceelvancho 👍,,
9/21/18 18:05,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/db6aaeb8c7e78968c74fda66423095d3/5C5C8223/t51.2885-15/e35/41227575_397609514108471_2832376375912365334_n.jpg,BoADyWVDbSB,"What an amazing photo here ! Is the person wearing a life vest? No, right?",@iefiefil yes life vest for life!,,
9/21/18 17:40,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/57e7a98cfafd996098e7f6881970172f/5C276BDF/t51.2885-15/e35/41271912_145958866346774_3193863334256956311_n.jpg,Bn7jUPFBvPt,"Ohh nice ! What is the animal on the right doing? Standing, right?",@ceelvancho yes. It’s just smaller than the other one,,
9/21/18 17:28,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/c0f04cbe8b421cba04a4ae2a60a8c594/5C2B25B3/t51.2885-15/e35/41953358_1121038344729841_8955810527280375506_n.jpg,BoARgbJnmBN,"Wow very amazing photo ! What is the person wearing around their neck? Collar, right?","@iefiefil thank you, and just a T-shirt xx",,
9/21/18 17:17,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/16e057a34fb0b595be904781be46e9aa/5C5DD270/t51.2885-15/e35/41307563_477750646073614_2391618938906685434_n.jpg,BoARVVdHF0E,"Ahhhh , awesome photo there ! Is this a hotel room? No, right?","@bee.amela No it’s not a hotel. It’s a cozy sitting area in a home. However, It is lovely! ✨",,
9/21/18 17:11,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/d7517f934db346efc707f22013a82ca0/5C401FED/t51.2885-15/e15/41789492_302680483893741_3340896584744555432_n.jpg,BoARbiGD6tI,"Aww , poor babies ! Is the cat asleep? No, right?","@iefiefil -they are both watching the third cat, black blob in front",,
9/21/18 17:10,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/cb57afffc5e848e341096f8be6c79464/5BAA5D39/t51.2885-15/e35/41631995_2029880877324581_2592522375191903240_n.jpg,BoARXgDlU9J,"Very nice looking photo ! What does the sign say? <unk> <unk> <unk>, right?",@ceelvancho neighborhood trainstation,,
9/21/18 16:53,payniv,https://scontent-lax3-2.cdninstagram.com/vp/cf2f0c0a572e3518df48402ccdeb5515/5C5BBD7E/t51.2885-15/e35/41615532_697571093955250_7365460769542816887_n.jpg,BoAKdvLDxRZ,"Ohh nice ! What is the cat doing? Sitting, right?",@payniv yes he’s sitting hahahaa he’s so funny,,
9/21/18 16:29,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/2a15cda07519a33a1c67f8230f45289e/5C592544/t51.2885-15/e35/41630681_344500436294887_8206648839765776782_n.jpg,Bn_87QOFZ_H,"Wow very nice ! What is the green vegetable? Broccoli, right?",@bee.amela perejil,,
9/21/18 16:24,payniv,https://scontent-lax3-2.cdninstagram.com/vp/e95e8a41bced37fe3e7cdab8253d0324/5C207C6C/t51.2885-15/e35/42126031_2177737965882088_231645710924695274_n.jpg,Bn_88SlDp9q,"Ahhh very nice ! Is the person happy? Yes, right?",@payniv yes we all had great time,,
9/21/18 16:17,payniv,https://scontent-lax3-2.cdninstagram.com/vp/73ac155b6d4233c4f84fa4a853dd5bf2/5C21526D/t51.2885-15/e35/41389976_163583501213574_2761076444468452308_n.jpg,BoAKp4slluV,"Wow nice ! Is this a boat? Yes, right?",@payniv right😅,,
9/21/18 16:10,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/51978c650407ec3b466f50025043b5dd/5C44955D/t51.2885-15/fr/e15/s1080x1080/40803205_2075944946054541_2526767227392652450_n.jpg,Bn_88QjjZ5o,"Wow , awesome photo there ! Is this a church? Yes, right?","@iefiefil Not a church...it's a monument to the first king of unified Italy,  Victor Emanuel II. But it's also the monument to all the soldiers who died in a war and whose identity couldn't be established. There is also a museum inside.",,
9/21/18 15:42,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/ac23f56816dee93396c5e1ac73458fc6/5C442DE0/t51.2885-15/e35/41420707_2142257815987545_7337440803149678063_n.jpg,Bn_oH_iFRNE,"Wow very nice ! What is the cat doing? Sitting, right?",@iefiefil Lounging lol,,
9/21/18 15:25,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/be409295f6c1c88e73ed186c812ebb8c/5C23F1B4/t51.2885-15/e35/41529843_2377046049189171_1558944579332792207_n.jpg,BoADwX2BIn3,"Wow very nice ! What is the green vegetable? None, right?","@bee.amela you mean a green vegetable that can dye fabric? I haven't tried any vegetables, but I know green plants will dye nicely! 🙂",,
9/21/18 15:16,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/9e178636cfd6fe0a9d7e5aa8df6558b7/5C4169B6/t51.2885-15/e35/41878105_347614435977731_5358602149190726257_n.jpg,Bn_85MJFcbK,"Wow very nice ! What is the bird doing? Resting, right?",@bee.amela nesting,,
9/21/18 15:16,payniv,https://scontent-lax3-2.cdninstagram.com/vp/68370220f4c586f39536b57082325325/5C2BD121/t51.2885-15/e35/42003121_2258526777767157_7147268804754031858_n.jpg,BoADwbgn-Cy,"Ohh nice ! Is the person happy? Yes, right?",@payniv yes why wouldn’t he be 🤷🏼‍♀️,,
9/21/18 15:06,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/eff42a9224b94775442eec38676eeea6/5C5DFE48/t51.2885-15/e35/41544240_1859796090806419_7684927454082310703_n.jpg,Bn-O_YkAQ63,"Very nice ! Is this a church? No, right?",@bee.amela yes it is a church in iloilo 😊,,
9/21/18 15:03,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/5e2882843eb0fafc0e3537e88a03524a/5C29F868/t51.2885-15/e35/41263121_154941142108173_1601556798762145422_n.jpg,Bn_oOf-FdY9,"Ahhh very nice ! What is the chair made out of? Wood, right?","@ceelvancho yes, wood",,
9/21/18 14:48,payniv,https://scontent-lax3-2.cdninstagram.com/vp/d3f3d3263f47f4562f39dc6ed5770628/5C61EDB7/t51.2885-15/e35/41576640_2115602642089857_9105126917319378058_n.jpg,Bn_87Y0nwQY,"That looks awesome ! Is this a hotel room? No, right?",@payniv it’s a private house! Thanks,,
9/21/18 14:24,payniv,https://scontent-lax3-2.cdninstagram.com/vp/d3f3d3263f47f4562f39dc6ed5770628/5C61EDB7/t51.2885-15/e35/41576640_2115602642089857_9105126917319378058_n.jpg,Bn_87Y0nwQY,"That looks awesome ! Is this a hotel room? No, right?","@payniv I’m actually not quite sure 🤨 @gcaarchitects is it a hotel? Or just a house in Formentera! Either way, it’s 🤩🤩🤩",,
9/21/18 14:20,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/fc4d7726fa19a7dfca624ea654f8f930/5C61DA81/t51.2885-15/e35/41902030_267642640523346_3382118996497037707_n.jpg,Bn_hd2igcZd,"Ohh very nice ! What is the book on the left? <unk>, right?",@iefiefil it’s all the Norse mythology stories about Thor Odin and Loki etc it’s really good,,
9/21/18 14:05,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/6c5f557d26acc9a463ebb8c3aaaa2220/5C5EE1B4/t51.2885-15/e35/41152734_2295833227316000_6738738429422273581_n.jpg,Bn_2EZgH70G,"Very nice vehicle ! Is this a new car? No, right?",@iefiefil nope,,
9/21/18 13:41,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/3650d08405c8b8e1e39da657e00fdffd/5C5F0265/t51.2885-15/e35/41370649_303546283763825_3946430084986765586_n.jpg,Bn_2B5nhUdc,"Very nice looking ! What is in the glass? Water, right?",@iefiefil Right 😜,,
9/21/18 13:33,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/b300392788ab0d14c99d181ba108662f/5C3CA212/t51.2885-15/e35/41078727_533556500402301_7739907201404603082_n.jpg,Bn_oMtUhQdP,"Cute ! Is the cat asleep? No, right?",@iefiefil he’s awake 😹😻,,
9/21/18 13:30,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/8f4a966cdad5cae506647d1795de2039/5C27070D/t51.2885-15/e35/41366211_2265546063673953_4084210185041836272_n.jpg,Bn_2ChOAVaS,"Wow very nice ! What is the shape of the table? Rectangle, right?",@iefiefil yes! The console table is a rectangular shape!,,
9/21/18 13:26,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/359489e6478bcc16970bb43ca76728be/5C60C78E/t51.2885-15/e35/41091287_477839589380592_2206508424976198403_n.jpg,Bn_2EnXHp1n,"Wow very nice ! Is this a beach? Yes, right?",@bee.amela thanks. No,,
9/21/18 13:23,payniv,https://scontent-lax3-2.cdninstagram.com/vp/327716d7e6ccc5c795cca53eb5dd9c0e/5C5E80DF/t51.2885-15/e35/40459427_334929850387221_2507936193875230182_n.jpg,Bn_2FDzAeum,"Ohh very nice ! What color are the flowers? Purple, right?",@payniv Thanks!! flowera are a kind of pink :),,
9/21/18 13:11,payniv,https://scontent-lax3-2.cdninstagram.com/vp/fa8fa6b4655b73087bfa0e0e5a3d4d84/5C462E55/t51.2885-15/e35/40831389_279865692629150_3858147850115745081_n.jpg,Bn_2FCwg2hQ,"Wow , very amazing photo here ! Is the girl wearing a dress? Yes, right?","@payniv yes, but it could be a top and skirt combo can’t really tell with the belt in the way !",,
9/21/18 13:09,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/b7b5aef2b6bb2533feacbec3195e3cda/5C29C7A1/t51.2885-15/e35/41319182_700882036954492_6629370570193871939_n.jpg,Bn_hVROhOsM,"Wow very nice ! What is the cat doing? Sitting, right?",@iefiefil sleeping. But i have more pics of them literally sitting not on their butts like cats do but like on the back butt bone or whatever looks like how we sit,,
9/21/18 13:08,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/05f86a041264bb6f587bb28dbdb101ea/5C277EA2/t51.2885-15/e35/40813904_695927774110346_7669777589927013052_n.jpg,Bn_oKSnCcIc,"Wow nice ! What is the animal on the right doing? Drinking, right?",@ceelvancho what?,,
9/21/18 12:51,payniv,https://scontent-lax3-2.cdninstagram.com/vp/0d92c084d0154048b60f3ca1b6df5aa1/5C2E1424/t51.2885-15/e15/41669174_1851227084998177_8863516870224312236_n.jpg,Bn_hd-_jX4b,"Wow , what an amazing photo here ! Is this a rural setting? No, right?",@payniv Right!,,
9/21/18 12:31,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/4f261e08c91d3baee85ee85bc41e9248/5C2BFD2C/t51.2885-15/e35/41286631_716591715374606_1582619887519417168_n.jpg,Bn_oTANnuui,"Wow , very amazing photo here ! What is the white stuff on the plate? Rice, right?",@bee.amela icing sugar....👋🏻👋🏻,,
9/21/18 12:25,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/601b64bd051142e6fde53ec69e57c1c9/5C3FD544/t51.2885-15/e35/41809712_456648324846598_6169968924543103548_n.jpg,Bn_oS2-HPiI,"Looks delicious ! What is in the cup? Water, right?","@bee.amela , no any Water , is Italian bread sticks  call “grissini” with  puffed venere rice and on the side sumac  butter Parmesan bread  and carrot merengue 😃",,
9/21/18 12:23,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/02a0d2acc38e5b39edd05a9553f63bbc/5C2EBC25/t51.2885-15/e35/40533008_2053187444693891_3254740525941461986_n.jpg,Bn_oJjTgH9U,"Wow very nice ! Is the dog going to jump? No, right?","@iefiefil yes, he's going to jump 😁",,
9/21/18 12:00,payniv,https://scontent-lax3-2.cdninstagram.com/vp/46998f3f38da655ef908ab3fbf500cde/5C272DE3/t51.2885-15/e35/41636050_1948025135257287_4315211418831691553_n.jpg,Bn_hUEvg0ti,"Ohh nice ! What is the kid holding? Teddy bear, right?","@payniv no, this is a hamster jungarik",,
9/21/18 11:38,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/d1d55f0ef0676402ba2be3065d732499/5C21097D/t51.2885-15/e35/42096302_272753010030910_4135874148213719040_n.jpg,Bn9l26QiYuk,"Ohh very nice ! Is this a beach? Yes, right?",@bee.amela Thank you😊,,
9/21/18 11:32,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/d139cdbd10509745166ae631e457335a/5C3F23C7/t51.2885-15/e35/41447766_1992060194191048_2993413055278682297_n.jpg,Bn_hXqaA6gT,"Ahhh , what a very pleasant photo here ! Is this a church? No, right?",@iefiefil a new house,,
9/21/18 11:14,payniv,https://scontent-lax3-2.cdninstagram.com/vp/910393195af813ce288895ae810e59f1/5C2542AF/t51.2885-15/fr/e15/s1080x1080/40998576_2140067812909678_4169183313191437020_n.jpg,Bn_hZLFgGlD,"Ohh very nice ! What is the shape of the wall? Round, right?","thanks @payniv!, is an hexagon shape",,
9/21/18 11:13,payniv,https://scontent-lax3-2.cdninstagram.com/vp/b48ecd989eedcbc2b836b68b7916b2ed/5C5CC3A2/t51.2885-15/e35/40947906_515021442303978_8417064295148043063_n.jpg,Bn_hV_VheXH,"Ahhh so cute ! What is the dog doing? Sitting, right?",@payniv Thank you 😍 He's sleeping in his Basket 😊,,
9/21/18 10:16,payniv,https://scontent-lax3-2.cdninstagram.com/vp/c7c5cd6183a57e447059d66d7d08a4e1/5C42E98E/t51.2885-15/e35/40976489_363013881103904_5927161886105105450_n.jpg,Bn_hbi5gIpA,"Ohh very nice ! What is in the cup? Milk, right?",@payniv I don’t drink milk .. if ur referring to the Starbucks cup it’s ice.. I normally drink my coffee black or with sugar free vanilla but found these calorie free creamers,,
9/21/18 10:06,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/a0f05feaabddc2248f706f8cda7fd8e6/5C3E481A/t51.2885-15/e35/41557306_2262508627314740_307815168533338438_n.jpg,Bn-PDmFgkW1,"Wow very nice ! Is this a river? Yes, right?","@iefiefil thanks a lot. Yeap, this is a river very close to the beach. Santa Catarina state, Brazil. Stunning place called Guarda do Embau.",,
9/21/18 9:49,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/5b15df3f6877e5413453dc84c99c58e8/5C2D617D/t51.2885-15/e35/41167772_277688349514682_6499640062933145960_n.jpg,Bn-O-wJhqOq,"Yummy ! What is in the bowl? Food, right?",@bee.amela honey mustard,,
9/21/18 9:40,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/567b04a3f92f6ba1afc2acfb772bbce3/5C5D2E13/t51.2885-15/e35/41415497_322672611874860_6766599544990204009_n.jpg,Bn-PEIhBubE,"Ohh very nice ! What is the lady holding? Sandwich, right?",@bee.amela ahah thank you. It is not sandwich 🥪),,
9/21/18 9:39,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/4ae65cbb16f738753745428900beb9d3/5C59BF23/t51.2885-15/e35/41144296_1194677627339875_5657037869725579495_n.jpg,Bn-O419ibHX,"Wow very nice ! What is the cat doing? Drinking, right?",@iefiefil thx😊 he is yawning,,
9/21/18 9:38,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/d29ca8140ecd386b04a43e0c37a52c31/5C2C502C/t51.2885-15/e35/41481083_109937973215537_8764122036175059136_n.jpg,Bn-PELzgnu0,"Beautiful ! Is this a sunny day? Yes, right?",@bee.amela Absolutely!! 👍😊 The morning sun is falling upon the peaks before touching the lake. Beautiful Indeed!!,,
9/21/18 9:25,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/b7066ee5ce06a5dd29fb5f646d2b2504/5C261033/t51.2885-15/e35/40625405_2178272392419430_4474582924912552846_n.jpg,Bn-PBlUji_s,"Ahhh very nice ! What is the white stuff on the ground? Grass, right?",@iefiefil haha! is the board of my car that gave that reflection,,
9/21/18 9:14,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/432027c8f160cedb8cc9c0f93d5bc96e/5C282616/t51.2885-15/e35/40919075_527841267662744_8229379193090451900_n.jpg,Bn-O1E-gwHi,"Wow , what an amazing photo here ! Is the person wearing a tie? Yes, right?","@bee.amela sorry, here I am a photo not wearing a tie",,
9/21/18 9:12,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/eae199749457a3bddb29fdf88789e50f/5C283253/t51.2885-15/e35/41100012_341787596395885_3992542338838379222_n.jpg,Bn-O_IJB0wB,"Ahhh very nice ! Is this a church? Yes, right?",@bee.amela it's Greenwich university,,
9/21/18 8:16,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a3ad8fa3f9d97dbdee961c9b8f92fb2f/5C20430C/t51.2885-15/e35/40721980_529282714186294_4195808734474526837_n.jpg,Bn6lhcYDFWy,"Wow nice ! Is the cat asleep? No, right?",@bee.amela someone sent me it,,
9/21/18 8:16,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a3ad8fa3f9d97dbdee961c9b8f92fb2f/5C20430C/t51.2885-15/e35/40721980_529282714186294_4195808734474526837_n.jpg,Bn6lhcYDFWy,"Wow nice ! Is the cat asleep? No, right?",@bee.amela I have no idea,,
9/21/18 6:34,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/92d013e263b51863b2df5e6480fa81c4/5C266030/t51.2885-15/e35/41165821_345759149300385_4599016698590019794_n.jpg,Bn7ceJThI-3,"Ohh very nice ! What kind of bird is this? Parrot, right?",@ceelvancho They are purple macaws,,
9/21/18 4:34,iefiefil,https://scontent-lax3-2.cdninstagram.com/vp/1e932b2c4151a26c892c9a23ff1a537e/5C3DFEF1/t51.2885-15/e35/41656326_338550923630378_2378924141714087225_n.jpg,Bn-IMsqgUr4,"Wow very nice ! Is the person wearing a tie? No, right?",@iefiefil no ties ☺️,,
9/21/18 4:18,payniv,https://scontent-lax3-2.cdninstagram.com/vp/dffd859af0fdb5876c82fa0d8cb923f4/5C5D29BC/t51.2885-15/e35/41184592_276461586308511_9025051389520105861_n.jpg,Bn96cetDFNY,"Ohh very nice ! Is the girl wearing a bib? Yes, right?",@payniv I don’t understand ur question,,
9/21/18 2:33,payniv,https://scontent-lax3-2.cdninstagram.com/vp/2654190e26fca7255c98bda6504960f4/5C1F2121/t51.2885-15/e35/40857333_2143576379050224_3472461294998200598_n.jpg,Bn9zmXPA7E5,"Very nice ! What is the person wearing around their neck? Collar, right?",@ @payniv : you got it right!!!,,
